State,City,Pages,Names,,,,Row Labels,Sum of Names
CT,New Canaan,1,1,,,,,
CT,New Fairfield,1,2,,,,,
CT,New Hartford,1,1,,,,,
CT,New Haven,1,1,,,,,
CT,New Milford,1,1,,,,,
CT,Newtown,1,2,,,,,
CT,North Haven,1,1,,,,,
CT,Northford,1,1,,,,,
CT,Norwalk,1,1,,,,,
CT,Norwich,1,1,,,,,
CT,Oakdale,1,2,,,,,
CT,Old Saybrook,1,2,,,,,
CT,Oxford,1,1,,,,,
CT,Prospect,1,1,,,,,
CT,Ridgefield,1,1,,,,,
CT,Salisbury,1,0,,,,,
CT,Sandy Hook,1,1,,,,,
CT,Sharon,1,0,,,,,
CT,Shelton,1,0,,,,,
CT,Sherman,1,1,,,,,
CT,Simsbury,1,1,,,,,
CT,Somers,1,1,,,,,
CT,South Kent,1,2,,,,,
CT,Southbury,1,2,,,,,
CT,Stafford Springs,1,0,,,,,
CT,Stamford,1,6,,,,,
CT,Stonington,1,1,,,,,
CT,Tolland,1,0,,,,,
CT,Vernon,1,1,,,,,
CT,Voluntown,1,1,,,,,
CT,Washington Depot,1,2,,,,,
CT,Waterford,1,0,,,,,
CT,West Hartford,1,1,,,,,
CT,West Haven,1,3,,,,,
CT,Weston,1,2,,,,,
CT,Windham,1,1,,,,,
CT,Woodbury,1,0,,,,,
CT,Woodstock,1,1,,,,,
DC,Washington,1,13,,,,,
DE,Bear,1,1,,,,,
DE,Bridgeville,1,3,,,,,
DE,Claymont,1,2,,,,,
DE,Clayton,1,1,,,,,
DE,Dover,1,1,,,,,
DE,Felton,1,1,,,,,
DE,Hockessin,1,1,,,,,
DE,Lewes,1,3,,,,,
DE,Long Neck,1,1,,,,,
DE,Milford,1,1,,,,,
DE,Millsboro,1,3,,,,,
DE,Montchanin,1,1,,,,,
DE,Newark,1,3,,,,,
DE,Ocean View,1,2,,,,,
DE,Rehoboth Beach,1,2,,,,,
DE,Selbyville,1,1,,,,,
DE,Wilmington,1,14,,,,,
FL,Alachua,1,1,,,,,
FL,Altamonte Springs,1,4,,,,,
FL,Amelia Island,1,1,,,,,
FL,Apopka,1,7,,,,,
FL,Arcadia,1,2,,,,,
FL,Atlantis,1,0,,,,,
FL,Ave Maria,1,1,,,,,
FL,Avon Park,1,2,,,,,
FL,Bagdad,1,0,,,,,
FL,Belleair,1,1,,,,,
FL,Belleview,1,1,,,,,
FL,Big Pine Key,1,2,,,,,
FL,Boca Grande,1,0,,,,,
FL,Boca Raton,1,10,,,,,
FL,Bonita Springs,1,10,,,,,
FL,Boynton Beach,1,4,,,,,
FL,Bradenton,1,15,,,,,
FL,Brandon,1,4,,,,,
FL,Bronson,1,1,,,,,
FL,Brooksville,1,6,,,,,
FL,Bunnell,1,1,,,,,
FL,Canal Point,1,1,,,,,
FL,Candler,1,1,,,,,
FL,Cantonment,1,1,,,,,
FL,Cape Coral,1,12,,,,,
FL,Captiva,1,1,,,,,
FL,Casselberry,1,0,,,,,
FL,Chiefland,1,1,,,,,
FL,Chuluota,1,2,,,,,
FL,Clearwater,1,20,,,,,
FL,Clermont,1,3,,,,,
FL,Cocoa,1,4,,,,,
FL,Coconut Creek,1,2,,,,,
FL,Cooper City,1,2,,,,,
FL,Coral Gables,1,2,,,,,
FL,Coral Springs,1,10,,,,,
FL,Crestview,1,2,,,,,
FL,Crystal River,1,0,,,,,
FL,Cudjoe Key,1,1,,,,,
FL,Cutler Bay,1,2,,,,,
FL,Dade City,1,3,,,,,
FL,Davie,1,15,,,,,
FL,Daytona Beach,1,3,,,,,
FL,De Leon Springs,1,4,,,,,
FL,Debary,1,2,,,,,
FL,Deerfield Beach,1,2,,,,,
FL,Deland,1,11,,,,,
FL,Delray Beach,1,6,,,,,
FL,Destin,1,1,,,,,
FL,Doral,1,2,,,,,
FL,Dover,1,1,,,,,
FL,Dundee,1,1,,,,,
FL,Dunedin,1,4,,,,,
FL,Dunnellon,1,1,,,,,
FL,Edgewater,1,0,,,,,
FL,Englewood,1,1,,,,,
FL,Estero,1,2,,,,,
FL,Eustis,1,1,,,,,
FL,Fellsmere,1,1,,,,,
FL,Fernandina Beach,1,6,,,,,
FL,Fleming Island,1,1,,,,,
FL,Floral City,1,1,,,,,
FL,Fort Lauderdale,1,16,,,,,
FL,Fort Meyers,1,0,,,,,
FL,Fort Myers,1,18,,,,,
FL,Fort Myers Beach,1,1,,,,,
FL,Fort Pierce,1,6,,,,,
FL,Fort Walton Beach,1,2,,,,,
FL,Freeport,1,1,,,,,
FL,Fruitland Park,1,3,,,,,
FL,Gainesville,1,15,,,,,
FL,Gibsonton,1,2,,,,,
FL,Green Cove Springs,1,1,,,,,
FL,Greenacres,1,2,,,,,
FL,Groveland,1,1,,,,,
FL,Gulf Breeze,1,2,,,,,
FL,Gulfport,1,3,,,,,
FL,Hallandale,1,1,,,,,
FL,Hialeah,1,2,,,,,
FL,HIGH SPRINGS,1,1,,,,,
FL,Hobe Sound,1,6,,,,,
FL,Holiday,1,6,,,,,
FL,Holly Hill,1,1,,,,,
FL,Hollywood,1,6,,,,,
FL,Homestead,1,4,,,,,
FL,Hosford,1,1,,,,,
FL,Hudson,1,6,,,,,
FL,Indialantic,1,0,,,,,
FL,Inverness,1,3,,,,,
FL,Islamorada,1,1,,,,,
FL,Jacksonville,1,34,,,,,
FL,Jay,1,1,,,,,
FL,Jensen Beach,1,0,,,,,
FL,Juno Beach,1,0,,,,,
FL,Jupiter,1,9,,,,,
FL,Kenneth City,1,1,,,,,
FL,Key Largo,1,4,,,,,
FL,Key West,1,4,,,,,
FL,Kissimmee,1,2,,,,,
FL,Lake Buena Vista,1,1,,,,,
FL,Lake City,1,1,,,,,
FL,Lake Mary,1,2,,,,,
FL,Lake Panasoffkee,1,1,,,,,
FL,Lake Park,1,2,,,,,
FL,Lake Worth,1,6,,,,,
FL,Lakeland,1,12,,,,,
FL,Land O Lakes,1,6,,,,,
FL,Land O Lakes,1,6,,,,,
FL,Lantana,1,2,,,,,
FL,Largo,1,8,,,,,
FL,Lauderhill,1,1,,,,,
FL,Leesburg,1,2,,,,,
FL,Lehigh Acres,1,2,,,,,
FL,Lighthouse Point,1,1,,,,,
FL,Lithia,1,2,,,,,
FL,Longwood,1,3,,,,,
FL,Loxahatchee,1,3,,,,,
FL,Lutz,1,1,,,,,
FL,Lynn Haven,1,1,,,,,
FL,Madeira Beach,1,1,,,,,
FL,Maitland,1,2,,,,,
FL,Malabar,1,1,,,,,
FL,Marathon,1,1,,,,,
FL,Marco Island,1,2,,,,,
FL,Margate,1,4,,,,,
FL,Melbourne,1,4,,,,,
FL,Melbourne Beach,1,1,,,,,
FL,Melrose,1,1,,,,,
FL,Merritt Island,1,2,,,,,
FL,Miami,1,58,,,,,
FL,Miami Beach,1,1,,,,,
FL,Miami Shores,1,2,,,,,
FL,Miami Springs,1,2,,,,,
FL,Micanopy,1,1,,,,,
FL,Milton,1,3,,,,,
FL,Mims,1,1,,,,,
FL,Minneola,1,1,,,,,
FL,Monticello,1,1,,,,,
FL,Montverde,1,1,,,,,
FL,Mount Dora,1,2,,,,,
FL,N Fort Myers,1,1,,,,,
FL,Naples,1,27,,,,,
FL,Navarre,1,2,,,,,
FL,New Port Richey,1,6,,,,,
FL,New Smyrna Beach,1,2,,,,,
FL,Niceville,1,1,,,,,
FL,Nokomis,1,2,,,,,
FL,North Miami,1,3,,,,,
FL,North Miami Beach,1,1,,,,,
FL,North Port,1,2,,,,,
FL,Oakland Park,1,3,,,,,
FL,Ocala,1,6,,,,,
FL,Ocoee,1,2,,,,,
FL,Odessa,1,2,,,,,
FL,Okeechobee,1,0,,,,,
FL,Oldsmar,1,2,,,,,
FL,Orange Park,1,1,,,,,
FL,Orlando,1,28,,,,,
FL,Ormond Beach,1,2,,,,,
FL,Osprey,1,0,,,,,
FL,Ozona,1,1,,,,,
FL,Palatka,1,1,,,,,
FL,Palm Bay,1,4,,,,,
FL,Palm Beach Gardens,1,3,,,,,
FL,Palm City,1,1,,,,,
FL,Palm Coast,1,1,,,,,
FL,Palm Harbor,1,8,,,,,
FL,Palmetto,1,5,,,,,
FL,Palmetto Bay,1,0,,,,,
FL,Panama City,1,4,,,,,
FL,Panama City Beach,1,2,,,,,
FL,Parkland,1,3,,,,,
FL,Parrish,1,2,,,,,
FL,Pembroke Pines,1,2,,,,,
FL,Pensacola,1,6,,,,,
FL,Perrine,1,1,,,,,
FL,Pierson,1,1,,,,,
FL,Pinecrest,1,1,,,,,
FL,Pinellas Park,1,2,,,,,
FL,Plant City,1,5,,,,,
FL,Plantation,1,11,,,,,
FL,Pompano Beach,1,11,,,,,
FL,Ponte Vedra Beach,1,2,,,,,
FL,Port Charlotte,1,9,,,,,
FL,Port Orange,1,1,,,,,
FL,Port Richey,1,1,,,,,
FL,Port Saint Lucie,1,4,,,,,
FL,Port St Lucie,1,1,,,,,
FL,Punta Gorda,1,4,,,,,
FL,Quincy,1,1,,,,,
FL,Ridge Manor Estates,1,1,,,,,
FL,Riverview,1,0,,,,,
FL,Rockledge,1,1,,,,,
FL,Royal Palm Beach,1,0,,,,,
FL,Ruskin,1,3,,,,,
FL,Safety Harbor,1,4,,,,,
FL,Saint Augustine,1,9,,,,,
FL,Saint Cloud,1,2,,,,,
FL,Saint James City,1,1,,,,,
FL,Saint Johns,1,1,,,,,
FL,Saint Petersburg,1,26,,,,,
FL,San Antonio,1,3,,,,,
FL,Sanford,1,3,,,,,
FL,Santa Rosa Beach,1,2,,,,,
FL,Sarasota,1,27,,,,,
FL,Satellite Beach,1,3,,,,,
FL,Sebastian,1,3,,,,,
FL,Sebring,1,2,,,,,
FL,Seffner,1,1,,,,,
FL,Seminole,1,8,,,,,
FL,Sneads,1,1,,,,,
FL,Sopchoppy,1,0,,,,,
FL,Sorrento,1,1,,,,,
FL,South Daytona,1,1,,,,,
FL,South Miami,1,4,,,,,
FL,Southwest Ranches,1,5,,,,,
FL,Spring Hill,1,1,,,,,
FL,St Augustine,1,1,,,,,
FL,St Pete Beach,1,2,,,,,
FL,Stuart,1,7,,,,,
FL,Summerfield,1,1,,,,,
FL,Summerland Key,1,1,,,,,
FL,Sun City Center,1,1,,,,,
FL,Sunny Isles Beach,1,1,,,,,
FL,Sunrise,1,5,,,,,
FL,Tallahassee,1,35,,,,,
FL,Tamarac,1,1,,,,,
FL,Tampa,1,34,,,,,
FL,Tarpon Springs,1,6,,,,,
FL,Tavernier,1,4,,,,,
FL,Tequesta,1,1,,,,,
FL,The Villages,1,1,,,,,
FL,Thonotosassa,1,3,,,,,
FL,Tierra Verde,1,1,,,,,
FL,Titusville,1,4,,,,,
FL,Treasure Island,1,1,,,,,
FL,Trinity,1,1,,,,,
FL,Umatilla,1,1,,,,,
FL,University Park,1,1,,,,,
FL,Valparaiso,1,1,,,,,
FL,Valrico,1,2,,,,,
FL,Venice,1,6,,,,,
FL,Vero Beach,1,14,,,,,
FL,Wakulla Springs,1,1,,,,,
FL,Weirsdale,1,1,,,,,
FL,Wellington,1,1,,,,,
FL,Wesley Chapel,1,3,,,,,
FL,West Palm Bch,1,1,,,,,
FL,West Palm Beach,1,12,,,,,
FL,Weston,1,1,,,,,
FL,Wildwood,1,0,,,,,
FL,Williston,1,1,,,,,
FL,Windermere,1,1,,,,,
FL,Winter Garden,1,1,,,,,
FL,Winter Haven,1,2,,,,,
FL,Winter Park,1,5,,,,,
FL,Winter Springs,1,3,,,,,
FL,Yulee,1,2,,,,,
GA,Acworth,1,3,,,,,
GA,Albany,1,2,,,,,
GA,Alpharetta,1,6,,,,,
GA,Alto,1,1,,,,,
GA,Americus,1,0,,,,,
GA,Andersonville,1,1,,,,,
GA,Athens,1,8,,,,,
GA,Atlanta,1,30,,,,,
GA,Auburn,1,1,,,,,
GA,Augusta,1,4,,,,,
GA,Avondale Estates,1,1,,,,,
GA,Barnesville,1,1,,,,,
GA,Bethlehem,1,2,,,,,
GA,Bishop,1,2,,,,,
GA,Blackshear,1,1,,,,,
GA,Bloomingdale,1,1,,,,,
GA,Blue Ridge,1,1,,,,,
GA,Bogart,1,1,,,,,
GA,Braselton,1,0,,,,,
GA,Bremen,1,2,,,,,
GA,Brinson,1,1,,,,,
GA,Brunswick,1,1,,,,,
GA,Buford,1,5,,,,,
GA,Cairo,1,1,,,,,
GA,Canon,1,2,,,,,
GA,Canton,1,3,,,,,
GA,Carrollton,1,1,,,,,
GA,Cave Spring,1,2,,,,,
GA,Chickamauga,1,1,,,,,
GA,Clarkesville,1,0,,,,,
GA,Cleveland,1,1,,,,,
GA,Colbert,1,2,,,,,
GA,Columbus,1,3,,,,,
GA,Commerce,1,1,,,,,
GA,Conyers,1,1,,,,,
GA,Cornelia,1,2,,,,,
GA,Covington,1,5,,,,,
GA,Cumming,1,8,,,,,
GA,Dacula,1,1,,,,,
GA,Dahlonega,1,2,,,,,
GA,Dallas,1,2,,,,,
GA,Dalton,1,1,,,,,
GA,Danielsville,1,1,,,,,
GA,Darien,1,1,,,,,
GA,Dawsonville,1,1,,,,,
GA,Dearing,1,1,,,,,
GA,Decatur,1,12,,,,,
GA,Doraville,1,0,,,,,
GA,Douglasville,1,4,,,,,
GA,Dublin,1,0,,,,,
GA,Dudley,1,0,,,,,
GA,East Point,1,0,,,,,
GA,Eatonton,1,0,,,,,
GA,Elberton,1,1,,,,,
GA,Ellaville,1,1,,,,,
GA,Evans,1,0,,,,,
GA,Fairburn,1,1,,,,,
GA,Fayetteville,1,1,,,,,
GA,Folkston,1,1,,,,,
GA,Forsyth,1,1,,,,,
GA,Fort Oglethorpe,1,1,,,,,
GA,Fort Valley,1,1,,,,,
GA,Gainesville,1,5,,,,,
GA,Garden City,1,1,,,,,
GA,Gray,1,2,,,,,
GA,Grayson,1,1,,,,,
GA,Greensboro,1,1,,,,,
GA,Griffin,1,3,,,,,
GA,Haddock,1,1,,,,,
GA,Hahira,1,1,,,,,
GA,Hartwell,1,1,,,,,
GA,Helena,1,1,,,,,
GA,High Shoals,1,1,,,,,
GA,Hinesville,1,3,,,,,
GA,Hoschton,1,1,,,,,
GA,Hull,1,1,,,,,
GA,Jefferson,1,2,,,,,
GA,Johns Creek,1,1,,,,,
GA,Jonesboro,1,2,,,,,
GA,Kennesaw,1,3,,,,,
GA,Lagrange,1,3,,,,,
GA,Lavonia,1,1,,,,,
GA,Lawrenceville,1,5,,,,,
GA,Leesburg,1,1,,,,,
GA,Lilburn,1,5,,,,,
GA,Loganville,1,7,,,,,
GA,Mableton,1,2,,,,,
GA,Macon,1,1,,,,,
GA,Marietta,1,13,,,,,
GA,Martinez,1,2,,,,,
GA,Mcdonough,1,2,,,,,
GA,Metter,1,1,,,,,
GA,Milledgeville,1,1,,,,,
GA,Molena,1,1,,,,,
GA,Monroe,1,5,,,,,
GA,Moreland,1,1,,,,,
GA,Moultrie,1,1,,,,,
GA,Mount Airy,1,1,,,,,
GA,Newborn,1,2,,,,,
GA,Newnan,1,2,,,,,
GA,Norcross,1,1,,,,,
GA,Palmetto,1,2,,,,,
GA,Peachtree City,1,1,,,,,
GA,Pine Mountain,1,2,,,,,
GA,Portal,1,1,,,,,
GA,Powder Springs,1,1,,,,,
GA,Reynolds,1,1,,,,,
GA,Richmond Hill,1,2,,,,,
GA,Rincon,1,1,,,,,
GA,Ringgold,1,1,,,,,
GA,Rockmart,1,1,,,,,
GA,Rome,1,5,,,,,
GA,Roswell,1,4,,,,,
GA,Royston,1,1,,,,,
GA,Saint Simons Island,1,2,,,,,
GA,Sandersville,1,1,,,,,
GA,Sandy Springs,1,1,,,,,
GA,Savannah,1,17,,,,,
GA,Scottdale,1,1,,,,,
GA,Senoia,1,1,,,,,
GA,Sharpsburg,1,1,,,,,
GA,Silver Creek,1,2,,,,,
GA,Smyrna,1,4,,,,,
GA,Snellville,1,2,,,,,
GA,Social Circle,1,1,,,,,
GA,Statesboro,1,1,,,,,
GA,Stockbridge,1,2,,,,,
GA,Stone Mountain,1,2,,,,,
GA,Suwanee,1,1,,,,,
GA,Thomaston,1,1,,,,,
GA,Tifton,1,0,,,,,
GA,Tucker,1,3,,,,,
GA,Tybee Island,1,1,,,,,
GA,Valdosta,1,2,,,,,
GA,Vidalia,1,1,,,,,
GA,Villa Rica,1,1,,,,,
GA,Washington,1,1,,,,,
GA,Watkinsville,1,2,,,,,
GA,Waycross,1,1,,,,,
GA,Waynesville,1,1,,,,,
GA,White,1,2,,,,,
GA,Whitesburg,1,1,,,,,
GA,Winder,1,4,,,,,
GA,Winston,1,1,,,,,
GA,Winterville,1,1,,,,,
GA,Woodbine,1,0,,,,,
GA,Woodstock,1,2,,,,,
GU,Mangilao,1,0,,,,,
GU,Tamuning,1,1,,,,,
GU,Yigo,1,1,,,,,
GU,Yona,1,1,,,,,
HI,Ewa Beach,1,1,,,,,
HI,Haiku,1,4,,,,,
HI,Haleiwa,1,2,,,,,
HI,Hawaii National Park,1,1,,,,,
HI,Hawi,1,1,,,,,
HI,Hilo,1,2,,,,,
HI,Honokaa,1,0,,,,,
HI,Honolulu,1,20,,,,,
HI,Kaapa,1,2,,,,,
HI,Kailua,1,11,,,,,
HI,Kailua Kona,1,5,,,,,
HI,Kamuela,1,1,,,,,
HI,Kaneohe,1,2,,,,,
HI,Kapaa,1,4,,,,,
HI,Kapolei,1,1,,,,,
HI,Keaau,1,1,,,,,
HI,KEALAKEKUA,1,2,,,,,
HI,Kealia,1,1,,,,,
HI,Kihei,1,2,,,,,
HI,Kilauea,1,4,,,,,
HI,Koloa,1,1,,,,,
HI,Kula,1,6,,,,,
HI,Kurtistown,1,1,,,,,
HI,Lahaina,1,3,,,,,
HI,Lihue,1,1,,,,,
HI,Makawao,1,4,,,,,
HI,Mililani,1,4,,,,,
HI,Mountain View,1,0,,,,,
HI,Ninole,1,1,,,,,
HI,Pahoa,1,1,,,,,
HI,Paia,1,2,,,,,
HI,Pearl City,1,3,,,,,
HI,Princeville,1,0,,,,,
HI,Pukalani,1,2,,,,,
HI,Wahiawa,1,1,,,,,
HI,Waianae,1,4,,,,,
HI,Wailuku,1,1,,,,,
HI,Waimanalo,1,2,,,,,
HI,Waipahu,1,2,,,,,
IA,Adair,1,1,,,,,
IA,Adel,1,1,,,,,
IA,Ames,1,7,,,,,
IA,Anamosa,1,1,,,,,
IA,Ankeny,1,5,,,,,
IA,Bettendorf,1,2,,,,,
IA,Boone,1,1,,,,,
IA,Burlington,1,4,,,,,
IA,Carlisle,1,1,,,,,
IA,Cedar falls,1,1,,,,,
IA,Adair,1,1,,,,,
IA,Adel,1,1,,,,,
IA,Ames,1,7,,,,,
IA,Anamosa,1,1,,,,,
IA,Ankeny,1,5,,,,,
IA,Bettendorf,1,2,,,,,
IA,Boone,1,1,,,,,
IA,Burlington,1,4,,,,,
IA,Carlisle,1,1,,,,,
IA,Cedar falls,1,1,,,,,
IA,Cedar Rapids,1,2,,,,,
IA,Clermont,1,1,,,,,
IA,Clive,1,1,,,,,
IA,Colfax,1,2,,,,,
IA,Collins,1,1,,,,,
IA,Coralville,1,1,,,,,
IA,Council Bluffs,1,2,,,,,
IA,Davenport,1,8,,,,,
IA,Decorah,1,4,,,,,
IA,Des Moines,1,10,,,,,
IA,Dubuque,1,3,,,,,
IA,Eldridge,1,2,,,,,
IA,Elgin,1,1,,,,,
IA,Fairfield,1,2,,,,,
IA,Fort Dodge,1,1,,,,,
IA,Garner,1,1,,,,,
IA,Glenwood,1,1,,,,,
IA,Humboldt,1,0,,,,,
IA,Huxley,1,1,,,,,
IA,Indianola,1,1,,,,,
IA,Iowa City,1,3,,,,,
IA,Johnston,1,1,,,,,
IA,Lansing,1,1,,,,,
IA,Le Claire,1,0,,,,,
IA,Le Mars,1,1,,,,,
IA,Lime Springs,1,0,,,,,
IA,Long Grove,1,1,,,,,
IA,Lynnville,1,1,,,,,
IA,Marion,1,2,,,,,
IA,Marshalltown,1,1,,,,,
IA,Mason City,1,1,,,,,
IA,Mc Gregor,1,1,,,,,
IA,Milford,1,1,,,,,
IA,Muscatine,1,2,,,,,
IA,New Albin,1,1,,,,,
IA,New London,1,1,,,,,
IA,New Virginia,1,1,,,,,
IA,North Liberty,1,1,,,,,
IA,Norwalk,1,5,,,,,
IA,Ossian,1,1,,,,,
IA,Panora,1,1,,,,,
IA,Pella,1,0,,,,,
IA,Perry,1,1,,,,,
IA,Persia,1,1,,,,,
IA,Red Oak,1,1,,,,,
IA,Rhodes,1,1,,,,,
IA,Sioux City,1,1,,,,,
IA,Solon,1,2,,,,,
IA,Spirit Lake,1,0,,,,,
IA,Stuart,1,2,,,,,
IA,Sully,1,1,,,,,
IA,Swisher,1,1,,,,,
IA,Tama,1,1,,,,,
IA,Urbandale,1,2,,,,,
IA,Van Meter,1,1,,,,,
IA,Vinton,1,1,,,,,
IA,W Des Moines,1,1,,,,,
IA,Washington,1,1,,,,,
IA,Waterloo,1,1,,,,,
IA,Waterville,1,1,,,,,
IA,Waukee,1,1,,,,,
IA,Wayland,1,0,,,,,
IA,Webster City,1,1,,,,,
IA,West Branch,1,2,,,,,
IA,West Des Moines,1,9,,,,,
IA,West Point,1,1,,,,,
IA,Wilton,1,1,,,,,
IA,Windsor Heights,1,1,,,,,
ID,Athol,1,1,,,,,
ID,Bellevue,1,2,,,,,
ID,Boise,1,39,,,,,
ID,Buhl,1,1,,,,,
ID,Burley,1,0,,,,,
ID,Caldwell,1,1,,,,,
ID,Chubbuck,1,1,,,,,
ID,Clifton,1,0,,,,,
ID,Coeur D Alene,1,11,,,,,
ID,Athol,1,1,,,,,
ID,Bellevue,1,2,,,,,
ID,Boise,1,39,,,,,
ID,Buhl,1,1,,,,,
ID,Burley,1,0,,,,,
ID,Caldwell,1,1,,,,,
ID,Chubbuck,1,1,,,,,
ID,Clifton,1,0,,,,,
ID,Coeur D Alene,1,11,,,,,
ID,Athol,1,1,,,,,
ID,Bellevue,1,2,,,,,
ID,Boise,1,39,,,,,
ID,Buhl,1,1,,,,,
ID,Burley,1,0,,,,,
ID,Caldwell,1,1,,,,,
ID,Chubbuck,1,1,,,,,
ID,Clifton,1,0,,,,,
ID,Coeur D Alene,1,11,,,,,
ID,Coeur D' Alene,1,1,,,,,
ID,Deary,1,1,,,,,
ID,Driggs,1,1,,,,,
ID,Eagle,1,4,,,,,
ID,Grangeville,1,0,,,,,
ID,Hailey,1,8,,,,,
ID,Hayden,1,2,,,,,
ID,Horseshoe Bend,1,1,,,,,
ID,Idaho Falls,1,12,,,,,
ID,Iona,1,0,,,,,
ID,Irwin,1,1,,,,,
ID,Jerome,1,2,,,,,
ID,Ketchum,1,2,,,,,
ID,Kooskia,1,1,,,,,
ID,Kuna,1,3,,,,,
ID,Lewiston,1,1,,,,,
ID,Meridian,1,9,,,,,
ID,Moscow,1,3,,,,,
ID,Mountain Home,1,1,,,,,
ID,Nampa,1,6,,,,,
ID,Naples,1,3,,,,,
ID,Payette,1,1,,,,,
ID,Plummer,1,1,,,,,
ID,Pocatello,1,1,,,,,
ID,Post Falls,1,2,,,,,
ID,Rathdrum,1,0,,,,,
ID,Rexburg,1,1,,,,,
ID,Rigby,1,2,,,,,
ID,Rupert,1,2,,,,,
ID,Sagle,1,1,,,,,
ID,Saint Anthony,1,2,,,,,
ID,Sandpoint,1,4,,,,,
ID,Star,1,1,,,,,
ID,Sun Valley,1,1,,,,,
ID,Twin Falls,1,6,,,,,
ID,Victor,1,1,,,,,
IL,Abbott Park,1,1,,,,,
IL,Algonquin,1,1,,,,,
IL,Alton,1,0,,,,,
IL,Antioch,1,3,,,,,
IL,Arlington Heights,1,7,,,,,
IL,Ashmore,1,1,,,,,
IL,Aurora,1,6,,,,,
IL,Barrington,1,2,,,,,
IL,Bartlett,1,2,,,,,
IL,Batavia,1,3,,,,,
IL,Beach Park,1,1,,,,,
IL,Beardstown,1,1,,,,,
IL,Belleville,1,6,,,,,
IL,Benton,1,1,,,,,
IL,Bethany,1,1,,,,,
IL,Bloomingdale,1,1,,,,,
IL,Abbott Park,1,1,,,,,
IL,Algonquin,1,1,,,,,
IL,Alton,1,0,,,,,
IL,Antioch,1,3,,,,,
IL,Arlington Heights,1,7,,,,,
IL,Ashmore,1,1,,,,,
IL,Aurora,1,6,,,,,
IL,Barrington,1,2,,,,,
IL,Bartlett,1,2,,,,,
IL,Batavia,1,3,,,,,
IL,Beach Park,1,1,,,,,
IL,Beardstown,1,1,,,,,
IL,Belleville,1,6,,,,,
IL,Benton,1,1,,,,,
IL,Bethany,1,1,,,,,
IL,Bloomingdale,1,1,,,,,
IL,Bloomington,1,2,,,,,
IL,Bolingbrook,1,4,,,,,
IL,Bourbonnais,1,1,,,,,
IL,Brookfield,1,1,,,,,
IL,Buffalo Hart,1,1,,,,,
IL,Burr Ridge,1,1,,,,,
IL,Bushnell,1,1,,,,,
IL,Carbondale,1,0,,,,,
IL,Carlock,1,1,,,,,
IL,Carmi,1,1,,,,,
IL,Carol Stream,1,2,,,,,
IL,Carpentersville,1,1,,,,,
IL,Carthage,1,0,,,,,
IL,Cary,1,2,,,,,
IL,Caseyville,1,2,,,,,
IL,Champaign,1,4,,,,,
IL,Charleston,1,0,,,,,
IL,Chatham,1,0,,,,,
IL,Chicago,1,30,,,,,
IL,Cicero,1,1,,,,,
IL,Clinton,1,1,,,,,
IL,Collinsville,1,2,,,,,
IL,Cordova,1,1,,,,,
IL,Crestwood,1,1,,,,,
IL,Crystal Lake,1,6,,,,,
IL,Danville,1,2,,,,,
IL,Darien,1,1,,,,,
IL,Davis Jct,1,1,,,,,
IL,Decatur,1,1,,,,,
IL,Dekalb,1,5,,,,,
IL,Des Plaines,1,2,,,,,
IL,Dixon,1,1,,,,,
IL,Downers Grove,1,5,,,,,
IL,East Dundee,1,2,,,,,
IL,East Moline,1,1,,,,,
IL,East Peoria,1,1,,,,,
IL,Edwardsville,1,1,,,,,
IL,Effingham,1,0,,,,,
IL,Elburn,1,1,,,,,
IL,Elgin,1,4,,,,,
IL,Elizabeth,1,1,,,,,
IL,Elk Grove Village,1,4,,,,,
IL,Elmhurst,1,2,,,,,
IL,Evanston,1,5,,,,,
IL,Evergreen Park,1,1,,,,,
IL,Fisher,1,1,,,,,
IL,Fox Lake,1,1,,,,,
IL,Fox River Grove,1,1,,,,,
IL,Frankfort,1,3,,,,,
IL,Galesburg,1,1,,,,,
IL,Galva,1,1,,,,,
IL,Geneseo,1,1,,,,,
IL,Geneva,1,3,,,,,
IL,Glen Ellyn,1,5,,,,,
IL,Glencoe,1,1,,,,,
IL,Glendale Heights,1,0,,,,,
IL,Glenview,1,3,,,,,
IL,Godfrey,1,2,,,,,
IL,Golconda,1,0,,,,,
IL,Granite City,1,2,,,,,
IL,Grayslake,1,3,,,,,
IL,Groveland,1,1,,,,,
IL,Gurnee,1,1,,,,,
IL,Hainesville,1,1,,,,,
IL,Hampshire,1,1,,,,,
IL,Hanover Park,1,1,,,,,
IL,Harvard,1,1,,,,,
IL,Havana,1,0,,,,,
IL,Hawthorn Wds,1,1,,,,,
IL,Hawthorn Woods,1,6,,,,,
IL,Hickory Hills,1,1,,,,,
IL,Highland Park,1,2,,,,,
IL,Hillsboro,1,1,,,,,
IL,Homer Glen,1,1,,,,,
IL,Homewood,1,1,,,,,
IL,Huntley,1,1,,,,,
IL,Industry,1,1,,,,,
IL,Ingleside,1,2,,,,,
IL,Island Lake,1,2,,,,,
IL,Itasca,1,1,,,,,
IL,Jacksonville,1,2,,,,,
IL,Johnsburg,1,1,,,,,
IL,Joliet,1,4,,,,,
IL,Kankakee,1,1,,,,,
IL,La Grange,1,2,,,,,
IL,La Grange Park,1,1,,,,,
IL,Lacon,1,0,,,,,
IL,Lake Barrington,1,1,,,,,
IL,Lake Bluff,1,6,,,,,
IL,Lake Forest,1,2,,,,,
